id;title;price;promo_price;url;city
3597052;Конструктор LEGO Jurassic World Скелет тираннозавра на выставке 76940;3349;;https://www.detmir.ru/product/index/id/3597052/;Москва
3405582;Конструктор LEGO City Fire Пожарная машина с лестницей 60280;1789;1499;https://www.detmir.ru/product/index/id/3405582/;Москва
3596877;Конструктор LEGO Technic Бульдозер Cat D11T 42131;49189;;https://www.detmir.ru/product/index/id/3596877/;Москва
3200882;Конструктор LEGO Disney Frozen Шкатулка Эльзы 41168;4309;3869;https://www.detmir.ru/product/index/id/3200882/;Москва
3405636;Конструктор LEGO Minecraft Коралловый риф 21164;1189;;https://www.detmir.ru/product/index/id/3405636/;Москва
3233714;Конструктор LEGO DUPLO Большая строительная пластина 2304;1549;1299;https://www.detmir.ru/product/index/id/3233714/;Москва
3596756;Конструктор LEGO DUPLO Town Гоночные машины 10947;5389;3769;https://www.detmir.ru/product/index/id/3596756/;Москва
3405599;Конструктор LEGO Super Heroes Взлёт Домо 76156;9589;;https://www.detmir.ru/product/index/id/3405599/;Москва
3405544;Конструктор LEGO Disney Princess Королевская карета Золушки 43192;4309;3869;https://www.detmir.ru/product/index/id/3405544/;Москва
3405622;Конструктор LEGO Ninjago Деревня Хранителей 71747;5389;;https://www.detmir.ru/product/index/id/3405622/;Москва
3475287;Конструктор LEGO Friends Парк Хартлейк Сити 41447;4309;;https://www.detmir.ru/product/index/id/3475287/;Москва
3596755;Конструктор LEGO DUPLO Town Семейное приключение на микроавтобусе 10946;2989;;https://www.detmir.ru/product/index/id/3596755/;Москва
3596888;Конструктор LEGO City Stunt 60298;709;629;https://www.detmir.ru/product/index/id/3596888/;Москва
3599720;Конструктор LEGO VIDIYO Folk Fairy BeatBox (Битбокс Феи Фолка) 43110;1789;799;https://www.detmir.ru/product/index/id/3599720/;Москва
3405628;Конструктор LEGO Ninjago Легендарные битвы: Кай против Армии скелетов 71730;949;599;https://www.detmir.ru/product/index/id/3405628/;Москва
3405598;Конструктор LEGO Super Heroes Вечные перед лицом Аришема 76155;7789;6899;https://www.detmir.ru/product/index/id/3405598/;Москва
3596921;Конструктор LEGO City Wildlife 60302;10189;7999;https://www.detmir.ru/product/index/id/3596921/;Москва
3596878;Конструктор LEGO Disney Princess Книга сказочных приключений Ариэль Белль Золушки и Тианы 43193;2389;;https://www.detmir.ru/product/index/id/3596878/;Москва
3244544;Конструктор LEGO Minions Тренировочный полёт 75547;3589;;https://www.detmir.ru/product/index/id/3244544/;Москва
3092804;Конструктор LEGO DUPLO Town Рельсы (10882);2149;;https://www.detmir.ru/product/index/id/3092804/;Москва
3596977;Конструктор LEGO Ninjago Атака огненного дракона 71753;5389;;https://www.detmir.ru/product/index/id/3596977/;Москва
3596782;Конструктор LEGO Friends Школа Хартлейк Сити 41682;7789;;https://www.detmir.ru/product/index/id/3596782/;Москва
618971;Строительная пластина LEGO Classic Серая (10701);1549;1299;https://www.detmir.ru/product/index/id/618971/;Москва
3596836;Конструктор LEGO Dots Большой набор Летнее настроение 41937;3109;;https://www.detmir.ru/product/index/id/3596836/;Москва
3597021;Конструктор LEGO Star Wars Дуэль на Мандалоре 75310;2149;1499;https://www.detmir.ru/product/index/id/3597021/;Москва
3475282;Конструктор LEGO DUPLO Classic Веселый день рождения 10958;6589;4999;https://www.detmir.ru/product/index/id/3475282/;Москва
3597053;Конструктор LEGO Jurassic World Погоня за карнотавром 76941;5509;;https://www.detmir.ru/product/index/id/3597053/;Москва
3226570;Конструктор LEGO Classic Кубики и домики 11008;1909;;https://www.detmir.ru/product/index/id/3226570/;Москва
3596822;Конструктор LEGO Dots Подставка для карандашей 41936;2029;;https://www.detmir.ru/product/index/id/3596822/;Москва
3596783;Конструктор LEGO Friends Лесной клуб верховой езды 41683;7789;6799;https://www.detmir.ru/product/index/id/3596783/;Москва
3244546;Конструктор LEGO Minions Бойцы кунг-фу 75550;4429;2635;https://www.detmir.ru/product/index/id/3244546/;Москва
3226650;Конструктор LEGO City Police Погоня на полицейском вертолете 60243;2989;2199;https://www.detmir.ru/product/index/id/3226650/;Москва
3475286;Конструктор LEGO Friends Набор кубиков Хартлейк Сити 41431;4309;;https://www.detmir.ru/product/index/id/3475286/;Москва
3244585;Конструктор LEGO Ninjago Истребитель Кая 71704;4309;;https://www.detmir.ru/product/index/id/3244585/;Москва
3405641;Конструктор LEGO Star Wars Испытание на Татуине 75299;3349;;https://www.detmir.ru/product/index/id/3405641/;Москва
3405529;Конструктор LEGO DUPLO Town Уход за животными на ферме 10949;889;749;https://www.detmir.ru/product/index/id/3405529/;Москва
3405645;Конструктор LEGO Technic Фронтальный погрузчик 42116;1069;;https://www.detmir.ru/product/index/id/3405645/;Москва
3620623;Конструктор LEGO Mickey and Friends Ферма Микки и Дональда 10775;3109;2399;https://www.detmir.ru/product/index/id/3620623/;Москва
3594628;Конструктор LEGO Super Heroes Битва в древней деревне 76177;4429;3899;https://www.detmir.ru/product/index/id/3594628/;Москва
3498482;Конструктор LEGO Star Wars Истребитель Сопротивления типа X 75297;2149;;https://www.detmir.ru/product/index/id/3498482/;Москва
3244612;Конструктор LEGO Technic Самосвал Volvo 6*6 42114;27589;;https://www.detmir.ru/product/index/id/3244612/;Москва
3405649;Конструктор LEGO Technic Квадроцикл 42124;14989;11999;https://www.detmir.ru/product/index/id/3405649/;Москва
3405552;Конструктор LEGO Friends Пекарня Хартлейк-Сити 41440;1909;1239;https://www.detmir.ru/product/index/id/3405552/;Москва
3498483;Конструктор LEGO Star Wars Микрофайтеры AT-AT против таунтауна 75298;2149;;https://www.detmir.ru/product/index/id/3498483/;Москва
3244609;Конструктор LEGO MINDSTORMS EV3 Робот-изобретатель 51515;38389;;https://www.detmir.ru/product/index/id/3244609/;Москва
3777569;Конструктор LEGO Friends Новогодний календарь 41690;2389;;https://www.detmir.ru/product/index/id/3777569/;Москва
3498477;Конструктор LEGO Vidiyo Битбокс Диджея Пришельца 43104;1789;1159;https://www.detmir.ru/product/index/id/3498477/;Москва
3405577;Конструктор LEGO My City Скейт-парк 60290;3139;;https://www.detmir.ru/product/index/id/3405577/;Москва
3599722;Конструктор LEGO VIDIYO Robo HipHop Car (Машина Хип-Хоп Робота) 43112;2989;2259;https://www.detmir.ru/product/index/id/3599722/;Москва
3594633;Конструктор LEGO Star Wars Шлем пехотинца-разведчика 75305;5989;;https://www.detmir.ru/product/index/id/3594633/;Москва
3596882;Конструктор LEGO Disney Princess Ледяной замок 43197;23629;;https://www.detmir.ru/product/index/id/3596882/;Москва
3596769;Конструктор LEGO Creator Приключения на космическом шаттле 31117;5389;;https://www.detmir.ru/product/index/id/3596769/;Москва
3597018;Конструктор LEGO Ninjago Водный дракон 71754;7789;;https://www.detmir.ru/product/index/id/3597018/;Москва
3405619;Конструктор LEGO Ninjago Электрический робот Джея 71740;2029;1699;https://www.detmir.ru/product/index/id/3405619/;Москва
3405557;Конструктор LEGO Friends Кьюб Эммы с далматинцем 41663;889;609;https://www.detmir.ru/product/index/id/3405557/;Москва
3405549;Конструктор LEGO Friends Кинотеатр Хартлейк-Сити 41448;5389;;https://www.detmir.ru/product/index/id/3405549/;Москва
3596763;Конструктор LEGO Classic Вокруг света 11015;5389;4499;https://www.detmir.ru/product/index/id/3596763/;Москва
3405534;Конструктор LEGO Jurassic World Побег динозавров: тираннозавр и трицератопс 10939;3109;;https://www.detmir.ru/product/index/id/3405534/;Москва
3166176;Конструктор LEGO Minifigures Серия Disney 2 71024;289;;https://www.detmir.ru/product/index/id/3166176/;Москва
3405542;Конструктор LEGO Creator Пляжный домик серферов 31118;5389;;https://www.detmir.ru/product/index/id/3405542/;Москва
3596887;Конструктор LEGO City Stunt 60297;709;629;https://www.detmir.ru/product/index/id/3596887/;Москва
3405543;Конструктор LEGO Disney Princess Праздничный корабль Ариэль 43191;3109;;https://www.detmir.ru/product/index/id/3405543/;Москва
3405630;Конструктор LEGO Ninjago Легендарные битвы: Джей против воина-серпентина 71732;949;849;https://www.detmir.ru/product/index/id/3405630/;Москва
3597019;Конструктор LEGO Ninjago Храм Бескрайнего моря 71755;11989;9999;https://www.detmir.ru/product/index/id/3597019/;Москва
3599721;Конструктор LEGO VIDIYO Candy Castle Stage (Сцена карамельного замка) 43111;2989;2259;https://www.detmir.ru/product/index/id/3599721/;Москва
3239916;Набор для творчества LEGO DOTS Браслет Попугайчики 41912;529;299;https://www.detmir.ru/product/index/id/3239916/;Москва
3156354;Конструктор LEGO Marvel Super Heroes Лаборатория Железного человека 76125;6589;;https://www.detmir.ru/product/index/id/3156354/;Москва
3777767;Конструктор LEGO Harry Potter Новогодний календарь 76390;3109;;https://www.detmir.ru/product/index/id/3777767/;Москва
3594634;Конструктор LEGO Star Wars Имперский разведывательный дроид 75306;8389;;https://www.detmir.ru/product/index/id/3594634/;Москва
3596800;Конструктор LEGO Friends Волшебное колесо обозрения и горка 41689;6589;;https://www.detmir.ru/product/index/id/3596800/;Москва
3405546;Конструктор LEGO Disney Princess Книга сказочных приключений Эльзы и Нока 43189;2029;1349;https://www.detmir.ru/product/index/id/3405546/;Москва
3200890;Конструктор LEGO Star Wars Йода 75255;11389;;https://www.detmir.ru/product/index/id/3200890/;Москва
3596777;Конструктор LEGO Friends Кьюб для балета Стефани 41670;889;579;https://www.detmir.ru/product/index/id/3596777/;Москва
3405565;Конструктор LEGO Dots Креативный набор для праздника 41926;2389;;https://www.detmir.ru/product/index/id/3405565/;Москва
3144096;Конструктор LEGO Creator Обитатели морских глубин 31088;1669;;https://www.detmir.ru/product/index/id/3144096/;Москва
3244485;Конструктор LEGO Creator Отпуск в доме на колесах 31108;8989;;https://www.detmir.ru/product/index/id/3244485/;Москва
3596926;Конструктор LEGO Super Mario Падающая башня босса братца-сумо 71388;3229;2599;https://www.detmir.ru/product/index/id/3596926/;Москва
3596972;Конструктор LEGO Ninjago Мотоцикл Кая 71734;949;799;https://www.detmir.ru/product/index/id/3596972/;Москва
3405526;Конструктор LEGO DUPLO My First Единорог 10953;949;;https://www.detmir.ru/product/index/id/3405526/;Москва
3405644;Конструктор LEGO Star Wars Мандалорец и малыш 75317;2149;;https://www.detmir.ru/product/index/id/3405644/;Москва
3405547;Конструктор LEGO Friends Электромобиль Оливии 41443;1549;1299;https://www.detmir.ru/product/index/id/3405547/;Москва
3597029;Конструктор LEGO Super Heroes «Мстители: Финал» — решающая битва 76192;10189;;https://www.detmir.ru/product/index/id/3597029/;Москва
3596770;Конструктор LEGO Creator Колесо обозрения 31119;10189;;https://www.detmir.ru/product/index/id/3596770/;Москва
3405553;Конструктор LEGO Friends Передвижной груминг-салон для кошек 41439;949;799;https://www.detmir.ru/product/index/id/3405553/;Москва
3596711;Конструктор LEGO Mickey and Friends Винтовой самолёт Микки 10772;949;;https://www.detmir.ru/product/index/id/3596711/;Москва
3594627;Конструктор LEGO Super Heroes Побег от Десяти колец 76176;3349;;https://www.detmir.ru/product/index/id/3594627/;Москва
3498476;Конструктор LEGO Vidiyo Битбокс Пирата Панка 43103;1789;1149;https://www.detmir.ru/product/index/id/3498476/;Москва
3596796;Конструктор LEGO Friends Волшебный фургон 41688;5389;4599;https://www.detmir.ru/product/index/id/3596796/;Москва
3597048;Конструктор LEGO Speed Champions McLaren Elva 76902;2149;;https://www.detmir.ru/product/index/id/3597048/;Москва
3405607;Конструктор LEGO Super Heroes 76170;2149;;https://www.detmir.ru/product/index/id/3405607/;Москва
3596774;Конструктор LEGO Friends Кьюб Оливии для игр 41667;889;799;https://www.detmir.ru/product/index/id/3596774/;Москва
3200881;Конструктор LEGO Disney Frozen Деревня в Эренделле 41167;8989;;https://www.detmir.ru/product/index/id/3200881/;Москва
3596778;Конструктор LEGO Friends Кьюб Андреа для плавания 41671;889;699;https://www.detmir.ru/product/index/id/3596778/;Москва
3597050;Конструктор LEGO Speed Champions Mopar Dodge//SRT Top Fuel Dragster and 1970 Dodge Challenger T/A 76904;6589;;https://www.detmir.ru/product/index/id/3597050/;Москва
3594626;Конструктор LEGO Minifigures Минифигурки Looney Tunes в непрозрачной упаковке (Сюрприз)71030;329;;https://www.detmir.ru/product/index/id/3594626/;Москва
3226632;Конструктор LEGO Technic Гоночный автомобиль Top Gear 42109;14989;;https://www.detmir.ru/product/index/id/3226632/;Москва
3405560;Конструктор LEGO Friends Кьюб Андреа с кроликом 41666;889;619;https://www.detmir.ru/product/index/id/3405560/;Москва
3099183;Конструктор LEGO City Trains Рельсы 60205;1789;;https://www.detmir.ru/product/index/id/3099183/;Москва
3244576;Конструктор LEGO Super Mario Огневой налёт Билла-банзай 71366;3229;2099;https://www.detmir.ru/product/index/id/3244576/;Москва
3596715;Конструктор LEGO Mickey and Friends Пожарная часть и машина Микки и его друзей 10776;5389;3769;https://www.detmir.ru/product/index/id/3596715/;Москва
3405580;Конструктор LEGO City Town Дорожные пластины 60304;1789;1599;https://www.detmir.ru/product/index/id/3405580/;Москва
3599719;Конструктор LEGO VIDIYO Metal Dragon BeatBox (Битбокс Дракона-Металлиста) 43109;1789;1349;https://www.detmir.ru/product/index/id/3599719/;Москва
3405632;Конструктор LEGO Harry Potter Учёба в Хогвартсе Урок трансфигурации 76382;3349;;https://www.detmir.ru/product/index/id/3405632/;Москва
3405592;Конструктор LEGO City Great Vehicles Трактор 60287;1789;1499;https://www.detmir.ru/product/index/id/3405592/;Москва
3498474;Конструктор LEGO Vidiyo Бэндмейты 43101;469;409;https://www.detmir.ru/product/index/id/3498474/;Москва
3405654;Конструктор LEGO Technic Bugatti Chiron 42083;41869;;https://www.detmir.ru/product/index/id/3405654/;Москва
3596747;Конструктор LEGO DUPLO Town Мусоровоз и контейнеры для раздельного сбора мусора 10945;1789;;https://www.detmir.ru/product/index/id/3596747/;Москва
3181586;Конструктор LEGO Star Wars Спасение Люка на планете Хот 75203;3589;;https://www.detmir.ru/product/index/id/3181586/;Москва
3226561;Конструктор LEGO DUPLO Princess Чаепитие у Эльзы и Олафа 10920;2029;;https://www.detmir.ru/product/index/id/3226561/;Москва
3018899;Конструктор LEGO Синяя базовая пластина Classic (10714);709;491;https://www.detmir.ru/product/index/id/3018899/;Москва
3405620;Конструктор LEGO Ninjago Мотоцикл Ллойда для джунглей 71745;2029;;https://www.detmir.ru/product/index/id/3405620/;Москва
3244543;Конструктор LEGO Minions Миньоны в лаборатории Грю 75546;2149;;https://www.detmir.ru/product/index/id/3244543/;Москва
3188096;Конструктор LEGO DUPLO Princess Ледяной замок 10899;5389;4849;https://www.detmir.ru/product/index/id/3188096/;Москва
3226648;Конструктор LEGO City Police Полицейский отряд с собакой 60241;889;799;https://www.detmir.ru/product/index/id/3226648/;Москва
3405616;Конструктор LEGO Super Mario набор усилений Марио-пингвин 71384;1069;739;https://www.detmir.ru/product/index/id/3405616/;Москва
3156351;Конструктор LEGO 4+ Парк аттракционов Базза и Вуди 10770;4789;3879;https://www.detmir.ru/product/index/id/3156351/;Москва
3405595;Конструктор LEGO Minifigures Минифигурки Серия 21 71029;289;;https://www.detmir.ru/product/index/id/3405595/;Москва
3405576;Конструктор LEGO Dots Браслет Музыка 41933;589;;https://www.detmir.ru/product/index/id/3405576/;Москва
3596890;Конструктор LEGO City Wildlife Спасательный вездеход для зверей 60300;889;799;https://www.detmir.ru/product/index/id/3596890/;Москва
3156347;Конструктор LEGO 4+ Трюковое шоу Дюка Бубумса 10767;1789;1449;https://www.detmir.ru/product/index/id/3156347/;Москва
3226725;Конструктор LEGO Star Wars Истребитель Сид ситхов 75272;7569;;https://www.detmir.ru/product/index/id/3226725/;Москва
3889880;Конструктор LEGO Super Heroes Человек-паук против атаки дронов Мистерио 76184;2149;;https://www.detmir.ru/product/index/id/3889880/;Москва
3596976;Конструктор LEGO Ninjago Спидер-амфибия ниндзя 71752;4309;;https://www.detmir.ru/product/index/id/3596976/;Москва
3405539;Конструктор LEGO Creator Супербайк 31114;2149;1799;https://www.detmir.ru/product/index/id/3405539/;Москва
3226681;Конструктор LEGO City Great Vehicles Транспортировщик скоростных катеров 60254;2989;2499;https://www.detmir.ru/product/index/id/3226681/;Москва
3596843;Конструктор LEGO Dots Брелок для сумки Единорог 41940;649;;https://www.detmir.ru/product/index/id/3596843/;Москва
3405545;Конструктор LEGO Disney Princess Саламандра Бруни 43186;1309;;https://www.detmir.ru/product/index/id/3405545/;Москва
3244551;Конструктор LEGO Super Heroes Геликарриер 76153;13789;;https://www.detmir.ru/product/index/id/3244551/;Москва
3405629;Конструктор LEGO Ninjago Легендарные битвы: Зейн против Ниндроида 71731;949;;https://www.detmir.ru/product/index/id/3405629/;Москва
3405558;Конструктор LEGO Friends Кьюб Мии с мопсом 41664;889;589;https://www.detmir.ru/product/index/id/3405558/;Москва
3599724;Конструктор LEGO VIDIYO Punk Pirate Ship (Корабль Пирата Панка) 43114;7189;5419;https://www.detmir.ru/product/index/id/3599724/;Москва
3597026;Конструктор LEGO Super Heroes Битва Капитана Америка с Гидрой 76189;1069;;https://www.detmir.ru/product/index/id/3597026/;Москва
3599723;Конструктор LEGO VIDIYO K-Pawp Concert (Концерт в стиле К-поп) 43113;5389;3789;https://www.detmir.ru/product/index/id/3599723/;Москва
3596772;Конструктор LEGO Friends Тренировка лошади и прицеп для перевозки 41441;2989;2499;https://www.detmir.ru/product/index/id/3596772/;Москва
3244582;Конструктор LEGO Super Mario Марио-кот 71372;1069;;https://www.detmir.ru/product/index/id/3244582/;Москва
3405612;Конструктор LEGO Super Mario Твои уровни! Твои приключения! 71380;6589;;https://www.detmir.ru/product/index/id/3405612/;Москва
3226558;Конструктор LEGO DUPLO Грузовик Алфавит 10915;2989;;https://www.detmir.ru/product/index/id/3226558/;Москва
3244511;Конструктор LEGO Friends Пляжный домик 41428;5389;;https://www.detmir.ru/product/index/id/3244511/;Москва
3244549;Конструктор LEGO Super Heroes Халкбастер против агента А.И.М. 76164;4429;;https://www.detmir.ru/product/index/id/3244549/;Москва
619011;Конструктор LEGO Classic Набор для творчества среднего размера (10696);2989;;https://www.detmir.ru/product/index/id/619011/;Москва
3144089;Конструктор LEGO Classic Базовый набор кубиков 11002;1909;;https://www.detmir.ru/product/index/id/3144089/;Москва
3405631;Конструктор LEGO Ninjago Легендарные битвы: Коул против Призрачного воина 71733;949;;https://www.detmir.ru/product/index/id/3405631/;Москва
3498481;Конструктор LEGO Vidiyo Битбокс Хип-Хоп Робота 43107;1789;1459;https://www.detmir.ru/product/index/id/3498481/;Москва
3405617;Конструктор LEGO Super Mario набор усилений Марио Тануки 71385;1069;709;https://www.detmir.ru/product/index/id/3405617/;Москва
